goos: darwin
goarch: arm64
pkg: github.com/zhangyunhao116/gomapbench
cpu: Apple M1 Pro
BenchmarkMapIter/Int/6-10           	27202274	        45.06 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignGrow/Int32/256-10          	  131916	      9175 ns/op	   18856 B/op	      13 allocs/op
BenchmarkMapAssignGrow/Int32/256-10          	  131616	      9048 ns/op	   18856 B/op	      13 allocs/op
BenchmarkMapAssignGrow/Int32/256-10          	  135103	      9087 ns/op	   18856 B/op	      13 allocs/op
BenchmarkMapAssignGrow/Int32/256-10          	  133077	      9691 ns/op	   18856 B/op	      13 allocs/op
BenchmarkMapAssignGrow/Int32/256-10          	  132165	      9096 ns/op	   18856 B/op	      13 allocs/op
BenchmarkMapAssignGrow/Int32/256-10          	  133209	      9115 ns/op	   18856 B/op	      13 allocs/op
BenchmarkMapAssignGrow/Int32/256-10          	  130851	      9098 ns/op	   18856 B/op	      13 allocs/op
BenchmarkMapAssignGrow/Int32/512-10          	   67050	     17706 ns/op	   37320 B/op	      15 allocs/op
BenchmarkMapAssignGrow/Int32/512-10          	   67309	     17795 ns/op	   37320 B/op	      15 allocs/op
BenchmarkMapAssignGrow/Int32/512-10          	   68359	     17750 ns/op	   37320 B/op	      15 allocs/op
BenchmarkMapAssignGrow/Int32/512-10          	   66633	     17849 ns/op	   37320 B/op	      15 allocs/op
BenchmarkMapAssignGrow/Int32/512-10          	   67689	     19605 ns/op	   37320 B/op	      15 allocs/op
BenchmarkMapAssignGrow/Int32/512-10          	   56142	     19050 ns/op	   37320 B/op	      15 allocs/op
BenchmarkMapAssignGrow/Int32/512-10          	   67329	     17866 ns/op	   37320 B/op	      15 allocs/op
BenchmarkMapAssignGrow/Int32/512-10          	   67734	     17831 ns/op	   37320 B/op	      15 allocs/op
BenchmarkMapAssignGrow/Int32/512-10          	   67566	     17778 ns/op	   37320 B/op	      15 allocs/op
BenchmarkMapAssignGrow/Int32/512-10          	   67399	     17811 ns/op	   37320 B/op	      15 allocs/op
BenchmarkMapAssignGrow/Int32/1024-10         	   33145	     38422 ns/op	   74264 B/op	      20 allocs/op
BenchmarkMapAssignGrow/Int32/1024-10         	   31963	     38579 ns/op	   74264 B/op	      20 allocs/op
BenchmarkMapAssignGrow/Int32/1024-10         	   33153	     36353 ns/op	   74264 B/op	      20 allocs/op
BenchmarkMapAssignGrow/Int32/1024-10         	   33088	     36089 ns/op	   74264 B/op	      20 allocs/op
BenchmarkMapAssignGrow/Int32/1024-10         	   32755	     36419 ns/op	   74264 B/op	      20 allocs/op
BenchmarkMapAssignGrow/Int32/1024-10         	   33316	     36292 ns/op	   74264 B/op	      20 allocs/op
BenchmarkMapAssignGrow/Int32/1024-10         	   33276	     36476 ns/op	   74264 B/op	      20 allocs/op
BenchmarkMapAssignGrow/Int32/1024-10         	   33285	     36201 ns/op	   74264 B/op	      20 allocs/op
BenchmarkMapAssignGrow/Int32/1024-10         	   33187	     36177 ns/op	   74264 B/op	      20 allocs/op
BenchmarkMapAssignGrow/Int32/1024-10         	   32772	     36559 ns/op	   74264 B/op	      20 allocs/op
BenchmarkMapAssignGrow/Int32/2048-10         	   15964	     74968 ns/op	  148152 B/op	      29 allocs/op
BenchmarkMapAssignGrow/Int32/2048-10         	   16033	     75403 ns/op	  148152 B/op	      29 allocs/op
BenchmarkMapAssignGrow/Int32/2048-10         	   15891	     75205 ns/op	  148152 B/op	      29 allocs/op
BenchmarkMapAssignGrow/Int32/2048-10         	   15865	     75640 ns/op	  148152 B/op	      29 allocs/op
BenchmarkMapAssignGrow/Int32/2048-10         	   15747	     75342 ns/op	  148152 B/op	      29 allocs/op
BenchmarkMapAssignGrow/Int32/2048-10         	   16003	     75839 ns/op	  148152 B/op	      29 allocs/op
BenchmarkMapAssignGrow/Int32/2048-10         	   15908	     75397 ns/op	  148152 B/op	      29 allocs/op
BenchmarkMapAssignGrow/Int32/2048-10         	   15856	     77654 ns/op	  148152 B/op	      29 allocs/op
BenchmarkMapAssignGrow/Int32/2048-10         	   15952	     75300 ns/op	  148152 B/op	      29 allocs/op
BenchmarkMapAssignGrow/Int32/2048-10         	   15950	     75382 ns/op	  148152 B/op	      29 allocs/op
BenchmarkMapAssignGrow/Int32/4096-10         	    7675	    156052 ns/op	  295928 B/op	      46 allocs/op
BenchmarkMapAssignGrow/Int32/4096-10         	    7716	    155256 ns/op	  295928 B/op	      46 allocs/op
BenchmarkMapAssignGrow/Int32/4096-10         	    7532	    155008 ns/op	  295928 B/op	      46 allocs/op
BenchmarkMapAssignGrow/Int32/4096-10         	    7794	    155768 ns/op	  295928 B/op	      46 allocs/op
BenchmarkMapAssignGrow/Int32/4096-10         	    7860	    155263 ns/op	  295928 B/op	      46 allocs/op
BenchmarkMapAssignGrow/Int32/4096-10         	    7441	    155246 ns/op	  295928 B/op	      46 allocs/op
BenchmarkMapAssignGrow/Int32/4096-10         	    7738	    155200 ns/op	  295928 B/op	      46 allocs/op
BenchmarkMapAssignGrow/Int32/4096-10         	    7740	    155555 ns/op	  295928 B/op	      46 allocs/op
BenchmarkMapAssignGrow/Int32/4096-10         	    7830	    155160 ns/op	  295928 B/op	      46 allocs/op
BenchmarkMapAssignGrow/Int32/4096-10         	    7515	    155505 ns/op	  295928 B/op	      46 allocs/op
BenchmarkMapAssignGrow/Int32/8192-10         	    3718	    318625 ns/op	  591481 B/op	      79 allocs/op
BenchmarkMapAssignGrow/Int32/8192-10         	    3805	    317269 ns/op	  591481 B/op	      79 allocs/op
BenchmarkMapAssignGrow/Int32/8192-10         	    3830	    317574 ns/op	  591481 B/op	      79 allocs/op
BenchmarkMapAssignGrow/Int32/8192-10         	    3621	    357285 ns/op	  591481 B/op	      79 allocs/op
BenchmarkMapAssignGrow/Int32/8192-10         	    3777	    318903 ns/op	  591481 B/op	      79 allocs/op
BenchmarkMapAssignGrow/Int32/8192-10         	    3824	    317578 ns/op	  591481 B/op	      79 allocs/op
BenchmarkMapAssignGrow/Int32/8192-10         	    3667	    320835 ns/op	  591482 B/op	      79 allocs/op
BenchmarkMapAssignGrow/Int32/8192-10         	    3783	    318667 ns/op	  591481 B/op	      79 allocs/op
BenchmarkMapAssignGrow/Int32/8192-10         	    3820	    315541 ns/op	  591481 B/op	      79 allocs/op
BenchmarkMapAssignGrow/Int32/8192-10         	    3802	    317017 ns/op	  591481 B/op	      79 allocs/op
BenchmarkMapAssignGrow/Int32/65536-10        	     426	   2894039 ns/op	 4729352 B/op	     530 allocs/op
BenchmarkMapAssignGrow/Int32/65536-10        	     417	   2813651 ns/op	 4729347 B/op	     530 allocs/op
BenchmarkMapAssignGrow/Int32/65536-10        	     424	   2800844 ns/op	 4729348 B/op	     530 allocs/op
BenchmarkMapAssignGrow/Int32/65536-10        	     424	   2825045 ns/op	 4729350 B/op	     530 allocs/op
BenchmarkMapAssignGrow/Int32/65536-10        	     424	   2839500 ns/op	 4729354 B/op	     530 allocs/op
BenchmarkMapAssignGrow/Int32/65536-10        	     423	   2819783 ns/op	 4729351 B/op	     530 allocs/op
BenchmarkMapAssignGrow/Int32/65536-10        	     432	   2814936 ns/op	 4729352 B/op	     530 allocs/op
BenchmarkMapAssignGrow/Int32/65536-10        	     430	   2825582 ns/op	 4729356 B/op	     530 allocs/op
BenchmarkMapAssignGrow/Int32/65536-10        	     420	   2828082 ns/op	 4729353 B/op	     530 allocs/op
BenchmarkMapAssignGrow/Int32/65536-10        	     427	   2810840 ns/op	 4729353 B/op	     530 allocs/op
BenchmarkMapAssignGrow/Str/6-10              	16789497	        70.38 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignGrow/Str/6-10              	17055710	        70.35 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignGrow/Str/6-10              	17075226	        70.44 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignGrow/Str/6-10              	17027968	        70.45 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignGrow/Str/6-10              	17054770	        70.40 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignGrow/Str/6-10              	17014398	        70.44 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignGrow/Str/6-10              	17065118	        70.48 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignGrow/Str/6-10              	17050923	        70.36 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignGrow/Str/6-10              	16880475	        70.34 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignGrow/Str/6-10              	16972345	        70.42 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAssignGrow/Str/12-10             	 3744048	       319.1 ns/op	     456 B/op	       3 allocs/op
BenchmarkMapAssignGrow/Str/12-10             	 3770488	       320.4 ns/op	     456 B/op	       3 allocs/op
BenchmarkMapAssignGrow/Str/12-10             	 3777225	       325.0 ns/op	     456 B/op	       3 allocs/op
BenchmarkMapAssignGrow/Str/12-10             	 3153279	       380.0 ns/op	     456 B/op	       3 allocs/op
BenchmarkMapAssignGrow/Str/12-10             	 3363760	       329.2 ns/op	     456 B/op	       3 allocs/op
BenchmarkMapAssignGrow/Str/12-10             	 3681151	       318.9 ns/op	     456 B/op	       3 allocs/op
BenchmarkMapAssignGrow/Str/12-10             	 3744535	       319.3 ns/op	     456 B/op	       3 allocs/op
BenchmarkMapAssignGrow/Str/12-10             	 3761742	       330.3 ns/op	     456 B/op	       3 allocs/op
BenchmarkMapAssignGrow/Str/12-10             	 3608734	       329.4 ns/op	     456 B/op	       3 allocs/op
BenchmarkMapAssignGrow/Str/12-10             	 3665727	       327.1 ns/op	     456 B/op	       3 allocs/op
BenchmarkMapAssignGrow/Str/18-10             	 1640002	       760.0 ns/op	    1384 B/op	       5 allocs/op
BenchmarkMapAssignGrow/Str/18-10             	 1538340	       808.4 ns/op	    1384 B/op	       5 allocs/op
BenchmarkMapAssignGrow/Str/18-10             	 1502744	       760.7 ns/op	    1384 B/op	       5 allocs/op
BenchmarkMapAssignGrow/Str/18-10             	 1606398	       747.9 ns/op	    1384 B/op	       5 allocs/op
BenchmarkMapAssignGrow/Str/18-10             	 1669185	       829.2 ns/op	    1384 B/op	       5 allocs/op
BenchmarkMapAssignGrow/Str/18-10             	 1558702	       782.3 ns/op	    1384 B/op	       5 allocs/op
BenchmarkMapAssignGrow/Str/18-10             	 1532310	       761.3 ns/op	    1384 B/op	       5 allocs/op
BenchmarkMapAssignGrow/Str/18-10             	 1642500	       714.7 ns/op	    1384 B/op	       5 allocs/op
BenchmarkMapAssignGrow/Str/18-10             	 1673520	       712.9 ns/op	    1384 B/op	       5 allocs/op
BenchmarkMapAssignGrow/Str/18-10             	 1678485	       725.4 ns/op	    1384 B/op	       5 allocs/op
BenchmarkMapAssignGrow/Str/24-10             	 1457701	       818.4 ns/op	    1384 B/op	       5 allocs/op
BenchmarkMapAssignGrow/Str/24-10             	 1486261	       808.5 ns/op	    1384 B/op	       5 allocs/op
BenchmarkMapAssignGrow/Str/24-10             	 1480788	       812.2 ns/op	    1384 B/op	       5 allocs/op
BenchmarkMapAssignGrow/Str/24-10             	 1478823	       807.8 ns/op	    1384 B/op	       5 allocs/op
BenchmarkMapAssignGrow/Str/24-10             	 1466074	       807.3 ns/op	    1384 B/op	       5 allocs/op
BenchmarkMapAssignGrow/Str/24-10             	 1482282	       811.4 ns/op	    1384 B/op	       5 allocs/op
BenchmarkMapAssignGrow/Str/24-10             	 1489064	       819.7 ns/op	    1384 B/op	       5 allocs/op
BenchmarkMapAssignGrow/Str/24-10             	 1465591	       809.7 ns/op	    1384 B/op	       5 allocs/op
BenchmarkMapAssignGrow/Str/24-10             	 1479259	       808.3 ns/op	    1384 B/op	       5 allocs/op
BenchmarkMapAssignGrow/Str/24-10             	 1483923	       814.7 ns/op	    1384 B/op	       5 allocs/op
BenchmarkMapAssignGrow/Str/30-10             	  774578	      1520 ns/op	    3208 B/op	       7 allocs/op
BenchmarkMapAssignGrow/Str/30-10             	  804576	      1513 ns/op	    3208 B/op	       7 allocs/op
BenchmarkMapAssignGrow/Str/30-10             	  801308	      1519 ns/op	    3208 B/op	       7 allocs/op
BenchmarkMapAssignGrow/Str/30-10             	  805388	      1513 ns/op	    3208 B/op	       7 allocs/op
BenchmarkMapAssignGrow/Str/30-10             	  808408	      1504 ns/op	    3208 B/op	       7 allocs/op
BenchmarkMapAssignGrow/Str/30-10             	  803143	      1511 ns/op	    3208 B/op	       7 allocs/op
BenchmarkMapAssignGrow/Str/30-10             	  808080	      1567 ns/op	    3208 B/op	       7 allocs/op
BenchmarkMapAssignGrow/Str/30-10             	  690488	      1521 ns/op	    3208 B/op	       7 allocs/op
BenchmarkMapAssignGrow/Str/30-10             	  802887	      1529 ns/op	    3208 B/op	       7 allocs/op
BenchmarkMapAssignGrow/Str/30-10             	  780814	      1561 ns/op	    3208 B/op	       7 allocs/op
BenchmarkMapAssignGrow/Str/64-10             	  384393	      3209 ns/op	    6696 B/op	       9 allocs/op
BenchmarkMapAssignGrow/Str/64-10             	  378088	      3202 ns/op	    6696 B/op	       9 allocs/op
BenchmarkMapAssignGrow/Str/64-10             	  381373	      3174 ns/op	    6696 B/op	       9 allocs/op
BenchmarkMapAssignGrow/Str/64-10             	  380750	      3574 ns/op	    6696 B/op	       9 allocs/op
BenchmarkMapAssignGrow/Str/64-10             	  341518	      3172 ns/op	    6696 B/op	       9 allocs/op
BenchmarkMapAssignGrow/Str/64-10             	  380619	      3191 ns/op	    6696 B/op	       9 allocs/op
BenchmarkMapAssignGrow/Str/64-10             	  374782	      3199 ns/op	    6696 B/op	       9 allocs/op
BenchmarkMapAssignGrow/Str/64-10             	  376634	      3192 ns/op	    6696 B/op	       9 allocs/op
BenchmarkMapAssignGrow/Str/64-10             	  365042	      3183 ns/op	    6696 B/op	       9 allocs/op
BenchmarkMapAssignGrow/Str/64-10             	  381356	      3217 ns/op	    6696 B/op	       9 allocs/op
BenchmarkMapAssignGrow/Str/128-10            	  186675	      6454 ns/op	   13256 B/op	      11 allocs/op
BenchmarkMapAssignGrow/Str/128-10            	  185096	      6439 ns/op	   13256 B/op	      11 allocs/op
BenchmarkMapAssignGrow/Str/128-10            	  181086	      6428 ns/op	   13256 B/op	      11 allocs/op
BenchmarkMapAssignGrow/Str/128-10            	  185587	      7073 ns/op	   13256 B/op	      11 allocs/op
BenchmarkMapAssignGrow/Str/128-10            	  188247	      6425 ns/op	   13256 B/op	      11 allocs/op
BenchmarkMapAssignGrow/Str/128-10            	  184393	      6430 ns/op	   13256 B/op	      11 allocs/op
BenchmarkMapAssignGrow/Str/128-10            	  187686	      6434 ns/op	   13256 B/op	      11 allocs/op
BenchmarkMapAssignGrow/Str/128-10            	  187394	      6405 ns/op	   13256 B/op	      11 allocs/op
BenchmarkMapAssignGrow/Str/128-10            	  186686	      6437 ns/op	   13256 B/op	      11 allocs/op
BenchmarkMapAssignGrow/Str/128-10            	  184003	      6426 ns/op	   13256 B/op	      11 allocs/op
BenchmarkMapAssignGrow/Str/256-10            	   91063	     13081 ns/op	   26856 B/op	      13 allocs/op
BenchmarkMapAssignGrow/Str/256-10            	   91137	     13163 ns/op	   26856 B/op	      13 allocs/op
BenchmarkMapAssignGrow/Str/256-10            	   89032	     13126 ns/op	   26856 B/op	      13 allocs/op
BenchmarkMapAssignGrow/Str/256-10            	   90660	     16507 ns/op	   26856 B/op	      13 allocs/op
BenchmarkMapAssignGrow/Str/256-10            	   85244	     13081 ns/op	   26856 B/op	      13 allocs/op
BenchmarkMapAssignGrow/Str/256-10            	   92643	     13089 ns/op	   26856 B/op	      13 allocs/op
BenchmarkMapAssignGrow/Str/256-10            	   90206	     13147 ns/op	   26856 B/op	      13 allocs/op
BenchmarkMapAssignGrow/Str/256-10            	   92511	     13151 ns/op	   26856 B/op	      13 allocs/op
BenchmarkMapAssignGrow/Str/256-10            	   92732	     13123 ns/op	   26856 B/op	      13 allocs/op
BenchmarkMapAssignGrow/Str/256-10            	   92122	     13117 ns/op	   26856 B/op	      13 allocs/op
BenchmarkMapAssignGrow/Str/512-10            	   45109	     26459 ns/op	   54152 B/op	      15 allocs/op
BenchmarkMapAssignGrow/Str/512-10            	   45310	     26423 ns/op	   54152 B/op	      15 allocs/op
BenchmarkMapAssignGrow/Str/512-10            	   45424	     26501 ns/op	   54152 B/op	      15 allocs/op
BenchmarkMapAssignGrow/Str/512-10            	   45793	     26626 ns/op	   54152 B/op	      15 allocs/op
BenchmarkMapAssignGrow/Str/512-10            	   45468	     26458 ns/op	   54152 B/op	      15 allocs/op
BenchmarkMapAssignGrow/Str/512-10            	   44950	     26512 ns/op	   54152 B/op	      15 allocs/op
BenchmarkMapAssignGrow/Str/512-10            	   45512	     26420 ns/op	   54152 B/op	      15 allocs/op
BenchmarkMapAssignGrow/Str/512-10            	   45516	     26646 ns/op	   54152 B/op	      15 allocs/op
BenchmarkMapAssignGrow/Str/512-10            	   45462	     26497 ns/op	   54152 B/op	      15 allocs/op
BenchmarkMapAssignGrow/Str/512-10            	   45222	     26417 ns/op	   54152 B/op	      15 allocs/op
BenchmarkMapAssignGrow/Str/1024-10           	   22263	     54059 ns/op	  108760 B/op	      20 allocs/op
BenchmarkMapAssignGrow/Str/1024-10           	   21987	     54075 ns/op	  108760 B/op	      20 allocs/op
BenchmarkMapAssignGrow/Str/1024-10           	   22184	     53943 ns/op	  108760 B/op	      20 allocs/op
BenchmarkMapAssignGrow/Str/1024-10           	   21532	     68237 ns/op	  108760 B/op	      20 allocs/op
BenchmarkMapAssignGrow/Str/1024-10           	   22111	     57277 ns/op	  108760 B/op	      20 allocs/op
BenchmarkMapAssignGrow/Str/1024-10           	   22309	     53864 ns/op	  108760 B/op	      20 allocs/op
BenchmarkMapAssignGrow/Str/1024-10           	   22208	     54321 ns/op	  108760 B/op	      20 allocs/op
BenchmarkMapAssignGrow/Str/1024-10           	   22083	     53803 ns/op	  108760 B/op	      20 allocs/op
BenchmarkMapAssignGrow/Str/1024-10           	   22231	     54147 ns/op	  108760 B/op	      20 allocs/op
BenchmarkMapAssignGrow/Str/1024-10           	   22142	     53988 ns/op	  108760 B/op	      20 allocs/op
BenchmarkMapAssignGrow/Str/2048-10           	   10000	    114213 ns/op	  217976 B/op	      29 allocs/op
BenchmarkMapAssignGrow/Str/2048-10           	   10000	    114944 ns/op	  217976 B/op	      29 allocs/op
BenchmarkMapAssignGrow/Str/2048-10           	   10000	    114378 ns/op	  217976 B/op	      29 allocs/op
BenchmarkMapAssignGrow/Str/2048-10           	   10000	    123133 ns/op	  217976 B/op	      29 allocs/op
BenchmarkMapAssignGrow/Str/2048-10           	    9542	    124201 ns/op	  217977 B/op	      29 allocs/op
BenchmarkMapAssignGrow/Str/2048-10           	   10000	    115053 ns/op	  217976 B/op	      29 allocs/op
BenchmarkMapAssignGrow/Str/2048-10           	   10000	    115383 ns/op	  217976 B/op	      29 allocs/op
BenchmarkMapAssignGrow/Str/2048-10           	   10000	    114237 ns/op	  217976 B/op	      29 allocs/op
BenchmarkMapAssignGrow/Str/2048-10           	   10000	    118025 ns/op	  217976 B/op	      29 allocs/op
BenchmarkMapAssignGrow/Str/2048-10           	   10000	    117173 ns/op	  217976 B/op	      29 allocs/op
BenchmarkMapAssignGrow/Str/4096-10           	    5124	    235362 ns/op	  436409 B/op	      46 allocs/op
BenchmarkMapAssignGrow/Str/4096-10           	    5102	    235832 ns/op	  436410 B/op	      46 allocs/op
BenchmarkMapAssignGrow/Str/4096-10           	    5067	    236199 ns/op	  436409 B/op	      46 allocs/op
BenchmarkMapAssignGrow/Str/4096-10           	    4819	    236354 ns/op	  436409 B/op	      46 allocs/op
BenchmarkMapAssignGrow/Str/4096-10           	    5083	    236300 ns/op	  436409 B/op	      46 allocs/op
BenchmarkMapAssignGrow/Str/4096-10           	    5085	    240461 ns/op	  436409 B/op	      46 allocs/op
BenchmarkMapAssignGrow/Str/4096-10           	    5137	    240600 ns/op	  436409 B/op	      46 allocs/op
BenchmarkMapAssignGrow/Str/4096-10           	    5137	    236707 ns/op	  436410 B/op	      46 allocs/op
BenchmarkMapAssignGrow/Str/4096-10           	    5112	    236429 ns/op	  436409 B/op	      46 allocs/op
BenchmarkMapAssignGrow/Str/4096-10           	    5077	    236181 ns/op	  436409 B/op	      46 allocs/op
BenchmarkMapAssignGrow/Str/8192-10           	    2412	    492561 ns/op	  873273 B/op	      79 allocs/op
BenchmarkMapAssignGrow/Str/8192-10           	    2436	    498064 ns/op	  873273 B/op	      79 allocs/op
BenchmarkMapAssignGrow/Str/8192-10           	    2407	    495770 ns/op	  873273 B/op	      79 allocs/op
BenchmarkMapAssignGrow/Str/8192-10           	    2440	    503214 ns/op	  873273 B/op	      79 allocs/op
BenchmarkMapAssignGrow/Str/8192-10           	    2428	    497205 ns/op	  873273 B/op	      79 allocs/op
BenchmarkMapAssignGrow/Str/8192-10           	    2438	    496059 ns/op	  873273 B/op	      79 allocs/op
BenchmarkMapAssignGrow/Str/8192-10           	    2422	    498543 ns/op	  873274 B/op	      79 allocs/op
BenchmarkMapAssignGrow/Str/8192-10           	    2409	    498605 ns/op	  873273 B/op	      79 allocs/op
BenchmarkMapAssignGrow/Str/8192-10           	    2426	    498551 ns/op	  873273 B/op	      79 allocs/op
BenchmarkMapAssignGrow/Str/8192-10           	    2400	    501869 ns/op	  873273 B/op	      79 allocs/op
BenchmarkMapAssignGrow/Str/65536-10          	     237	   4987805 ns/op	 6989521 B/op	     530 allocs/op
BenchmarkMapAssignGrow/Str/65536-10          	     238	   5000093 ns/op	 6989272 B/op	     530 allocs/op
BenchmarkMapAssignGrow/Str/65536-10          	     238	   5002407 ns/op	 6989502 B/op	     530 allocs/op
BenchmarkMapAssignGrow/Str/65536-10          	     240	   5009623 ns/op	 6989500 B/op	     530 allocs/op
BenchmarkMapAssignGrow/Str/65536-10          	     240	   4997318 ns/op	 6989503 B/op	     530 allocs/op
BenchmarkMapAssignGrow/Str/65536-10          	     241	   5001981 ns/op	 6989272 B/op	     530 allocs/op
BenchmarkMapAssignGrow/Str/65536-10          	     240	   4977293 ns/op	 6989272 B/op	     530 allocs/op
BenchmarkMapAssignGrow/Str/65536-10          	     229	   6169827 ns/op	 6989263 B/op	     530 allocs/op
BenchmarkMapAssignGrow/Str/65536-10          	     241	   5286775 ns/op	 6989502 B/op	     530 allocs/op
BenchmarkMapAssignGrow/Str/65536-10          	     240	   5185747 ns/op	 6989274 B/op	     530 allocs/op
BenchmarkMapAssignPreAllocate/Pointer/6-10   	12788342	        93.68 ns/op	      48 B/op	       6 allocs/op
BenchmarkMapAssignPreAllocate/Pointer/6-10   	12909391	        94.06 ns/op	      48 B/op	       6 allocs/op
BenchmarkMapAssignPreAllocate/Pointer/6-10   	12520034	        93.65 ns/op	      48 B/op	       6 allocs/op
BenchmarkMapAssignPreAllocate/Pointer/6-10   	12845277	        93.92 ns/op	      48 B/op	       6 allocs/op
BenchmarkMapAssignPreAllocate/Pointer/6-10   	12877182	        93.55 ns/op	      48 B/op	       6 allocs/op
BenchmarkMapAssignPreAllocate/Pointer/6-10   	12641425	        93.70 ns/op	      48 B/op	       6 allocs/op
BenchmarkMapAssignPreAllocate/Pointer/6-10   	12890259	        93.65 ns/op	      48 B/op	       6 allocs/op
BenchmarkMapAssignPreAllocate/Pointer/6-10   	12696038	        93.66 ns/op	      48 B/op	       6 allocs/op
BenchmarkMapAssignPreAllocate/Pointer/6-10   	12862195	       102.6 ns/op	      48 B/op	       6 allocs/op
BenchmarkMapAssignPreAllocate/Pointer/6-10   	12809660	        93.81 ns/op	      48 B/op	       6 allocs/op
BenchmarkMapAssignPreAllocate/Pointer/12-10  	 4577097	       263.6 ns/op	     424 B/op	      15 allocs/op
BenchmarkMapAssignPreAllocate/Pointer/12-10  	 4572823	       264.7 ns/op	     424 B/op	      15 allocs/op
BenchmarkMapAssignPreAllocate/Pointer/12-10  	 4574167	       263.3 ns/op	     424 B/op	      15 allocs/op
BenchmarkMapAssignPreAllocate/Pointer/12-10  	 4542103	       262.5 ns/op	     424 B/op	      15 allocs/op
BenchmarkMapAssignPreAllocate/Pointer/12-10  	 4553328	       263.6 ns/op	     424 B/op	      15 allocs/op
BenchmarkMapAssignPreAllocate/Pointer/12-10  	 4587177	       299.9 ns/op	     424 B/op	      15 allocs/op
BenchmarkMapAssignPreAllocate/Pointer/12-10  	 4562473	       264.2 ns/op	     424 B/op	      15 allocs/op
BenchmarkMapAssignPreAllocate/Pointer/12-10  	 4576996	       262.4 ns/op	     424 B/op	      15 allocs/op
BenchmarkMapAssignPreAllocate/Pointer/12-10  	 4578873	       279.8 ns/op	     424 B/op	      15 allocs/op
BenchmarkMapAssignPreAllocate/Pointer/12-10  	 4449500	       321.9 ns/op	     424 B/op	      15 allocs/op
BenchmarkMapAssignPreAllocate/Pointer/18-10  	 3105553	       372.4 ns/op	     760 B/op	      21 allocs/op
BenchmarkMapAssignPreAllocate/Pointer/18-10  	 3372859	       358.6 ns/op	     760 B/op	      21 allocs/op
BenchmarkMapAssignPreAllocate/Pointer/18-10  	 3350336	       372.3 ns/op	     760 B/op	      21 allocs/op
BenchmarkMapAssignPreAllocate/Pointer/18-10  	 3021686	       357.5 ns/op	     760 B/op	      21 allocs/op
BenchmarkMapAssignPreAllocate/Pointer/18-10  	 3306292	       359.0 ns/op	     760 B/op	      21 allocs/op
BenchmarkMapAssignPreAllocate/Pointer/18-10  	 3340180	       358.0 ns/op	     760 B/op	      21 allocs/op
BenchmarkMapAssignPreAllocate/Pointer/18-10  	 3355402	       355.7 ns/op	     760 B/op	      21 allocs/op
BenchmarkMapAssignPreAllocate/Pointer/18-10  	 3387271	       356.7 ns/op	     760 B/op	      21 allocs/op
BenchmarkMapAssignPreAllocate/Pointer/18-10  	 3354552	       357.7 ns/op	     760 B/op	      21 allocs/op
BenchmarkMapAssignPreAllocate/Pointer/18-10  	 3365620	       357.4 ns/op	     760 B/op	      21 allocs/op
BenchmarkMapAssignPreAllocate/Pointer/24-10  	 2651486	       456.3 ns/op	     808 B/op	      27 allocs/op
BenchmarkMapAssignPreAllocate/Pointer/24-10  	 2632908	       456.9 ns/op	     808 B/op	      27 allocs/op
BenchmarkMapAssignPreAllocate/Pointer/24-10  	 2655740	       455.9 ns/op	     808 B/op	      27 allocs/op
BenchmarkMapAssignPreAllocate/Pointer/24-10  	 2656274	       451.7 ns/op	     808 B/op	      27 allocs/op
BenchmarkMapAssignPreAllocate/Pointer/24-10  	 2653699	       453.1 ns/op	     808 B/op	      27 allocs/op
BenchmarkMapAssignPreAllocate/Pointer/24-10  	 2635971	       455.1 ns/op	     808 B/op	      27 allocs/op
BenchmarkMapAssignPreAllocate/Pointer/24-10  	 2632456	       455.0 ns/op	     808 B/op	      27 allocs/op
BenchmarkMapAssignPreAllocate/Pointer/24-10  	 2527153	       463.3 ns/op	     808 B/op	      27 allocs/op
BenchmarkMapAssignPreAllocate/Pointer/24-10  	 2642618	       456.1 ns/op	     808 B/op	      27 allocs/op
BenchmarkMapAssignPreAllocate/Pointer/24-10  	 2655169	       455.7 ns/op	     808 B/op	      27 allocs/op
BenchmarkMapAssignPreAllocate/Pointer/30-10  	 2088484	       578.7 ns/op	    1432 B/op	      33 allocs/op
BenchmarkMapAssignPreAllocate/Pointer/30-10  	 2079126	       576.8 ns/op	    1432 B/op	      33 allocs/op
BenchmarkMapAssignPreAllocate/Pointer/30-10  	 2081738	       576.7 ns/op	    1432 B/op	      33 allocs/op
BenchmarkMapAssignPreAllocate/Pointer/30-10  	 2080833	       576.2 ns/op	    1432 B/op	      33 allocs/op
BenchmarkMapAssignPreAllocate/Pointer/30-10  	 2080471	       576.7 ns/op	    1432 B/op	      33 allocs/op
